issuer_code,fund_name
25078,미래에셋 TIGER 코스닥150인버스증권상장지수투자신탁(주식-파생형)
25134,삼성 KODEX 코스닥150인버스증권상장지수투자신탁(주식-파생형)
25135,삼성 KODEX MSCI선진국증권상장지수투자신탁[주식]
25159,한화 PLUS 고배당저변동50증권상장지수투자신탁(주식)
25160,한화 PLUS 고배당주채권혼합증권상장지수투자신탁(채권혼합-파생형)
25189,한국투자 ACE 코스닥증권상장지수투자신탁(주식-파생형)(합성)
25200,미래에셋 TIGER 200동일가중증권상장지수투자신탁(주식)
25240,KB RISE 200선물레버리지증권상장지수투자신탁(주식-파생형)
25241,KB RISE 200선물인버스증권상장지수투자신탁(주식-파생형)
25242,KB RISE 200선물인버스2X증권상장지수투자신탁(주식-파생형)
25265,삼성 KODEX 200동일가중증권상장지수투자신탁[주식]
25267,삼성 KODEX 200선물인버스2X증권상장지수투자신탁(주식-파생형)
25271,미래에셋 TIGER 200선물인버스2X증권상장지수투자신탁(주식-파생형)
25272,KB KBSTAR 모멘텀밸류증권상장지수투자신탁(주식)
25273,KB KBSTAR 모멘텀로우볼증권상장지수투자신탁(주식)
25315,한화 PLUS 200선물레버리지증권상장지수투자신탁(주식-파생형)
25316,한화 PLUS 200선물인버스2X증권상장지수투자신탁(주식-파생형)
25323,키움 KIWOOM 200선물인버스2X증권상장지수투자신탁[주식-파생형]
25324,키움 KIWOOM 200선물인버스증권상장지수투자신탁[주식-파생형]
25325,키움 KIWOOM 200선물레버리지증권상장지수투자신탁[주식-파생형]
25328,KB RISE 헬스케어증권상장지수투자신탁(주식)
25329,KB RISE 헬스케어채권혼합증권상장지수투자신탁(채권혼합)
25399,미래에셋 TIGER 대만증권상장지수투자신탁(주식-파생형)(H)
25644,한국투자 ACE MSCI인도네시아증권상장지수투자신탁(주식-파생형)(합성)
25645,한화 PLUS 심천차이넥스트증권상장지수투자신탁(주식-파생형)(합성)
25675,삼성 KODEX 차이나심천ChiNext증권상장지수투자신탁[주식-파생형](합성)
26020,키움 KOSEF 배당바이백플러스증권상장지수투자신탁[주식]
26027,키움 KOSEF 저PBR가중 증권상장지수투자신탁[주식]
26106,미래에셋 TIGER 코스닥150IT증권상장지수투자신탁(주식)
26107,미래에셋 TIGER 코스닥150바이오테크증권상장지수투자신탁(주식)
26111,미래에셋 TIGER 미국달러선물레버리지특별자산상장지수투자신탁(달러-파생형)
26112,미래에셋 TIGER 미국달러선물인버스2X특별자산상장지수투자신탁(달러-파생형)
26114,미래에셋 TIGER 우선주증권상장지수투자신탁(주식)
26122,삼성 KODEX WTI원유선물특별자산상장지수투자신탁[원유-파생형](H)
26124,삼성 KODEX 미국달러선물특별자산상장지수투자신탁[미국달러-파생형]
26125,삼성 KODEX 미국달러선물레버리지특별자산상장지수투자신탁(미국달러-파생형)
26126,삼성 KODEX 미국달러선물인버스2X특별자산상장지수투자신탁(미국달러-파생형)
26127,삼성 KODEX 미국달러선물인버스특별자산상장지수투자신탁(미국달러-파생형)
26192,한국투자 ACE MSCI필리핀증권상장지수투자신탁(주식-파생형)(합성)
26319,한화 ARIRANG 우량단기채권증권상장지수투자신탁(채권)
26569,한국투자 ACE 러시아MSCI증권상장지수투자신탁(주식-파생형)(합성)
26614,미래에셋 TIGER 지속배당증권상장지수투자신탁(주식)
26616,KB RISE 고배당증권상장지수투자신탁(주식)
26636,삼성 KODEX K콘텐츠증권상장지수투자신탁[주식]
26637,삼성 KODEX IT증권상장지수투자신탁(주식)
26639,삼성 KODEX 경기소비재증권상장지수투자신탁[주식형]
26641,삼성 KODEX 필수소비재증권상장지수투자신탁[주식형]
26642,삼성 KODEX 헬스케어증권상장지수투자신탁[주식형]
26655,한화 PLUS 중형주저변동50증권상장지수투자신탁(주식)
26730,미래에셋 TIGER 코스닥150로우볼증권상장지수투자신탁(주식)
26744,KB RISE 미국장기국채선물증권상장지수투자신탁(채권-파생형)(H)
26745,KB RISE 미국장기국채선물인버스증권상장지수투자신탁(채권-파생형)(H)
26749,KB RISE 미국장기국채선물레버리지증권상장지수투자신탁(채권-파생형)(합성 H)
26750,KB KBSTAR 미국장기국채선물인버스2X증권상장지수투자신탁(채권-파생형)(합성 H)
26777,미래에셋 TIGER 200선물레버리지증권상장지수투자신탁(주식-파생형)
26937,미래에셋 TIGER S&P글로벌인프라증권상장지수투자신탁(주식-파생형)(합성)
26942,삼성 KODEX S&P글로벌인프라증권상장지수투자신탁[주식-파생형](합성)
26953,한화 PLUS S&P글로벌인프라 증권상장지수투자신탁(주식)
26954,한화 PLUS S&P500증권상장지수투자신탁(주식-파생)(H)
27080,KB RISE KQ고배당증권상장지수투자신탁(주식)
27081,KB RISE 코스닥150증권상장지수투자신탁(주식)
27105,삼성KODEX WTI원유선물인버스특별자산상장지수투자신탁[원유-파생형](H)
27106,삼성 KODEX 3대농산물선물특별자산상장지수투자신탁[농산물-파생형](H)
27222,한국투자 ACE 스마트모멘텀증권상장지수투자신탁(주식)
27223,한국투자 ACE 스마트밸류증권상장지수투자신탁(주식)
27256,KB RISE 단기국공채액티브증권상장지수투자신탁(채권)
27257,KB RISE 중장기국공채액티브증권상장지수투자신탁(채권)
27258,미래에셋 TIGER 단기채권액티브증권상장지수투자신탁(채권)
27291,한국투자 ACE 중장기국공채액티브증권상장지수투자신탁(채권)
27313,삼성 KODEX 종합채권(AA-이상)액티브증권상장지수투자신탁[채권]
27314,삼성 KODEX 단기변동금리부채권액티브증권상장지수투자신탁[채권]
27528,삼성 KODEX 모멘텀주증권상장지수투자신탁[주식형]
27529,삼성 KODEX 가치주증권상장지수투자신탁[주식형]
27530,삼성 KODEX 우량주증권상장지수투자신탁[주식형]
27554,교보악사 파워 스마트밸류증권상장지수투자신탁(주식)
27575,KB RISE 코스닥150선물인버스증권상장지수투자신탁(주식-파생형)
27598,미래에셋TIGER모닝스타글로벌4차산업혁신기술증권상장지수투자신탁(주식-파생형)합성H
27600,미래에셋TIGER모닝스타글로벌자원생산기업증권상장지수투자신탁(주식-파생형)(합성 H)
27665,KB RISE 글로벌테크놀로지증권상장지수투자신탁(주식-파생형)(합성 H)
27697,삼성 KODEX 미국S&P500배당귀족커버드콜증권상장지수투자신탁[주식-파생형](합성 H)
27699,삼성 KODEX 글로벌로봇증권상장지수투자신탁(주식-파생형)(합성)
27754,한국투자 ACE 아시아TOP50증권상장지수투자신탁(주식)
27763,미래에셋 TIGER 코스피증권상장지수투자신탁(주식)
27764,미래에셋 TIGER 코스피대형주증권상장지수투자신탁(주식)
27765,미래에셋 TIGER 코스피중형주증권상장지수투자신탁(주식)
27824,KB RISE 코스닥150선물레버리지증권상장지수투자신탁(주식-파생형)
27842,한화 ARIRANG ESG우수기업증권상장지수투자신탁(주식)
27853,삼성 KODEX 200 Total Return증권상장지수투자신탁[주식]
27854,삼성 KODEX MSCI Korea Total Return증권상장지수투자신탁[주식]
27862,한화 PLUS 단기채권액티브증권상장지수투자신탁(채권)
27953,삼성 KODEX 고배당주증권상장지수투자신탁[주식]
27954,삼성 KODEX 최소변동성증권상장지수투자신탁[주식]
28032,한국투자 ACE 미국IT인터넷증권상장지수투자신탁(주식-파생형)(합성 H)
28092,한화 PLUS 주도업종증권상장지수투자신탁(주식)
28093,삼성 KODEX 미국러셀2000증권상장지수투자신탁[주식-파생형](H)
28094,삼성 KODEX 골드선물인버스특별자산상장지수투자신탁[금-파생형](H)
28199,KB RISE 중소형고배당증권상장지수투자신탁(주식)
28200,KB RISE 국고채3년선물인버스증권상장지수투자신탁(채권-파생형)
28358,삼성 KODEX 차이나CSI300증권상장지수투자신탁[주식-파생형]
28393,KB KBSTAR 지주회사증권상장지수투자신탁(주식)
28443,삼성 KODEX 200미국채혼합증권상장지수투자신탁[채권혼합-파생형]
28498,KB RISE 200금융증권상장지수투자신탁(주식)
28499,KB KBSTAR 200에너지화학증권상장지수투자신탁(주식)
28500,KB KBSTAR 200IT증권상장지수투자신탁(주식)
28501,KB KBSTAR 200중공업증권상장지수투자신탁(주식)
28502,KB KBSTAR 200철강소재증권상장지수투자신탁(주식)
28569,브이아이 FOCUS ESG Leaders150증권상장지수투자신탁[주식]
28718,한화 PLUS 미국나스닥테크증권상장지수투자신탁(주식)
28730,KB KBSTAR 200건설증권상장지수투자신탁(주식)
28731,KB KBSTAR 200경기소비재증권상장지수투자신탁(주식)
28732,KB KBSTAR 200산업재증권상장지수투자신탁(주식)
28733,KB KBSTAR 200생활소비재증권상장지수투자신탁(주식)
28904,삼성 KODEX MSCI ESG유니버설증권상장지수투자신탁[주식형]
28925,미래에셋 TIGER MSCI KOREA ESG유니버설증권상장지수투자신탁(주식)
28926,미래에셋 TIGER MSCI KOREA ESG리더스증권상장지수투자신탁(주식)
28948,미래에셋TIGER200커버드콜증권상장지수투자신탁(주식-파생형)
28967,한화 PLUS 국채선물10년증권상장지수투자신탁(채권-파생형)
29008,KB RISE 200고배당커버드콜ATM증권상장지수투자신탁(주식-파생형)
29013,KB RISE ESG사회책임투자증권상장지수투자신탁(주식)
29113,한국투자 ACE MSCI멕시코증권상장지수투자신탁(주식-파생형)(합성)
29161,키움 KOSEF 코스닥150선물증권상장지수투자신탁(주식-파생형)
29162,키움 KIWOOM 코스닥150선물인버스증권상장지수투자신탁[주식-파생형]
29163,키움 KIWOOM 코스닥150선물레버리지증권상장지수투자신탁[주식-파생형]
29166,삼성 KODEX China H선물인버스증권상장지수투자신탁[주식-파생형](H)
29168,KB RISE 차이나H선물인버스증권상장지수투자신탁(주식-파생형)(H)
29189,삼성 KODEX SGX MSCI EM 선물증권상장지수투자신탁[주식-파생형](H)
29205,KB RISE KRX300증권상장지수투자신탁(주식)
29206,미래에셋TIGERKRX300증권상장지수투자신탁(주식)
29209,TIGERTOP10증권상장지수투자신탁(주식)
29210,미래에셋 TIGER 대형성장증권상장지수투자신탁(주식)
29211,미래에셋 TIGER 대형가치증권상장지수투자신탁(주식)
29212,미래에셋 TIGER 중소형증권상장지수투자신탁(주식)
29213,미래에셋 TIGER 중소형성장증권상장지수투자신탁(주식)
29214,미래에셋 TIGER 중소형가치증권상장지수투자신탁(주식)
29215,미래에셋 TIGER 코리아TOP10증권상장지수투자신탁(주식)
29216,미래에셋 TIGER KRX300증권상장지수투자신탁(주식)
29219,삼성 KODEX KRX300증권상장지수투자신탁[주식형]
29234,DB 마이티 200커버드콜ATM레버리지증권상장지수투자신탁[주식-파생형]
29250,신한 SOL KRX300증권상장지수투자신탁[주식]
29256,미래에셋 TIGER 일본엔선물특별자산상장지수투자신탁(엔-파생형)
29257,미래에셋 TIGER 일본엔선물레버리지특별자산상장지수투자신탁(엔-파생형)
29258,미래에셋 TIGER 일본엔선물인버스특별자산상장지수투자신탁(엔-파생형)
29259,미래에셋 TIGER 일본엔선물인버스2X특별자산상장지수투자신탁(엔-파생형)
29273,브이아이 FOCUS KRX300증권상장지수투자신탁[주식]
29275,한화 ARIRANG KRX300증권상장지수투자신탁(주식)
29277,삼성 KODEX 국채선물3년인버스증권상장지수투자신탁[채권-파생형]
29318,NH-Amundi HANARO 200증권상장지수투자신탁[주식]
29440,키움 KIWOOM 200TotalReturn증권상장지수투자신탁[주식]
29500,KB RISE 국채선물10년증권상장지수투자신탁(채권-파생형)
29502,KB RISE 국채선물10년인버스증권상장지수투자신탁(채권-파생형)
29504,신한 SOL 200 Total Return증권상장지수투자신탁[주식]
29582,한화 ARIRANG 200동일가중증권상장지수투자신탁(주식)
29584,한화 ARIRANG 200밸류가중증권상장지수투자신탁(주식)
29586,한화 ARIRANG 200모멘텀가중증권상장지수투자신탁(주식)
29588,한화 ARIRANG 200퀄리티가중증권상장지수투자신탁(주식)
29589,한화 ARIRANG 200로우볼가중증권상장지수투자신탁(주식)
29671,삼성 KODEX FnKorea50증권상장지수투자신탁[주식형]
29834,한화 PLUS 국채선물3년증권상장지수투자신탁(채권-파생형)
29877,삼성 KODEX 한국대만IT프리미어증권상장지수투자신탁[주식-파생형]
29907,한국투자 ACE 국채선물10년인버스증권상장지수투자신탁(채권-파생형)
29908,한국투자 ACE 국채선물3년인버스증권상장지수투자신탁(채권-파생형)
30028,KB KBSTAR 중소형모멘텀로우볼증권상장지수투자신탁(주식)
30029,KB KBSTAR 중소형모멘텀밸류증권상장지수투자신탁(주식)
30030,KB KBSTAR KQ모멘텀로우볼증권상장지수투자신탁(주식)
30031,KB KBSTAR KQ모멘텀밸류증권상장지수투자신탁(주식)
30061,미래에셋 TIGER K게임증권상장지수투자신탁(주식)
30064,KB RISE 게임테마증권상장지수투자신탁(주식)
30095,삼성 KODEX 게임산업증권상장지수투자신탁[주식]
30140,한화 PLUS 코스닥150증권상장지수투자신탁(주식)
30141,한화 PLUS 코스닥150선물인버스증권상장지수투자신탁(주식-파생형)
30144,한화 ARIRANG 코스피중형주증권상장지수투자신탁(주식)
30217,미래에셋 TIGER 국채선물3년인버스증권상장지수투자신탁(채권-파생형)
30218,미래에셋 TIGER 국채선물10년인버스증권상장지수투자신탁(채권-파생형)
30219,미래에셋 TIGER 중장기국채증권상장지수투자신탁(채권-파생형)
30220,미래에셋 TIGER 중장기국채선물인버스증권상장지수투자신탁(채권-파생형)
30221,미래에셋 TIGER 중장기국채선물인버스2X증권상장지수투자신탁(채권-파생형)
30245,KB RISE 코스피증권상장지수투자신탁(주식)
30466,삼성 KODEX 미국30년국채울트라선물증권상장지수투자신탁[채권-파생형](H)
30467,삼성 KODEX 미국30년국채울트라선물인버스증권상장지수투자신탁[채권-파생형](H)
30476,NH-Amundi HANARO KRX300증권상장지수투자신탁[주식]
30477,NH-Amundi HANARO 코스닥150증권상장지수투자신탁[주식]
30478,NH-Amundi HANARO 200선물레버리지증권상장지수투자신탁[주식-파생형]
30494,삼성 KODEX 미국나스닥100선물증권상장지수투자신탁[주식-파생형](H)
30505,한국투자 ACE 코스피증권상장지수투자신탁(주식)
30508,미래에셋 TIGER 미국채10년선물증권상장지수투자신탁(채권-파생형)
30554,미래에셋 TIGER 2차전지테마증권상장지수투자신탁(주식)
30572,삼성 KODEX 2차전지산업증권상장지수투자신탁[주식형]
30652,NH-Amundi HANARO 200선물인버스증권상장지수투자신탁(주식-파생형)
30653,NH-Amundi HANARO 코스닥150선물레버리지증권상장지수투자신탁(주식-파생형)
30654,NH-Amundi HANARO 단기통안채증권상장지수투자신탁(채권)
30695,삼성 KODEX KRX300레버리지증권상장지수투자신탁[주식-파생형]
30696,삼성 KODEX KRX300선물인버스증권상장지수투자신탁[주식-파생형]
30701,KB KBSTAR KRX300레버리지증권상장지수투자신탁(주식-파생형)
30702,KB KBSTAR KRX300선물인버스증권상장지수투자신탁(주식-파생형)
30751,미래에셋 TIGER 의료기기증권상장지수투자신탁(주식)
30752,미래에셋 TIGER 지주회사증권상장지수투자신탁(주식)
30761,미래에셋 TIGER KRX300레버리지증권상장지수투자신탁(주식-파생형)
30762,미래에셋 TIGER KRX300선물인버스증권상장지수투자신탁(주식-파생형)
30862,삼성 KODEX 미국10년국채선물증권상장지수투자신탁
30917,한화 ARIRANG KRX300IT증권상장지수투자신탁(주식)
30918,한화 ARIRANG KRX300금융증권상장지수투자신탁(주식)
30919,한화 ARIRANG KRX300산업재증권상장지수투자신탁(주식)
30920,한화 ARIRANG KRX300자유소비재증권상장지수투자신탁(주식)
30921,한화 ARIRANG KRX300헬스케어증권상장지수투자신탁(주식)
30923,한국투자 ACE 미국WideMoat동일가중증권상장지수투자신탁(주식)
31008,KB RISE 중국MSCI China증권상장지수투자신탁(주식)(H)
31096,미래에셋 TIGER 200 Total Return증권상장지수투자신탁(주식)
31097,미래에셋 TIGER MSCI Korea Total Return증권상장지수투자신탁(주식)
31425,삼성 KODEX 미국빅테크10증권상장지수투자신탁[주식-파생형](H)
31470,NH-Amundi HANARO 농업융복합산업증권상장지수투자신탁(주식)
31527,미래에셋 TIGER 200커뮤니케이션서비스증권상장지수투자신탁(주식)
31548,KB KBSTAR 200커뮤니케이션서비스증권상장지수투자신탁(주식)
31593,삼성 KODEX Top5Plus Total Return증권상장지수투자신탁[주식형]
31596,KB RISE 대형고배당10Total Return증권상장지수투자신탁(주식)
31630,한국투자 ACE 싱가포르리츠부동산상장지수투자신탁(재간접형)
31667,키움 KIWOOM 코스닥150증권상장지수투자신탁[주식]
31964,미래에셋 TIGER 골드선물특별자산상장지수투자신탁(금-파생형)(H)
31987,KB KBSTAR KRX300미국달러선물혼합자산상장지수투자신탁(혼합-파생형)
32141,삼성 KODEX모닝스타멀티에셋하이인컴증권상장지수투자신탁[채권혼합-파생재간접형](H)
32212,한국투자 ACE 스마트퀄리티증권상장지수투자신탁(주식)
32213,한국투자 ACE 스마트로우볼증권상장지수투자신탁(주식)
32215,한국투자 ACE 스마트하이베타증권상장지수투자신탁(주식)
32240,NH-Amundi HANARO e커머스증권상장지수투자신탁[주식]
32241,NH-Amundi HANARO K고배당증권상장지수투자신탁[주식]
32501,삼성 KODEX Fn성장증권상장지수투자신탁[주식형]
32502,삼성 KODEX 배당가치증권상장지수투자신탁[주식형]
32623,KB RISE 내수주플러스증권상장지수투자신탁(주식)
32624,KB RISE IT플러스증권상장지수투자신탁(주식)
32730,한국투자 KINDEX 미국여성리더십증권상장지수투자신탁(주식)
32837,한화 PLUS 코스피Total Return증권상장지수투자신탁(주식)
32920,미래에셋 TIGER 리츠부동산인프라혼합자산상장지수투자신탁(재간접형)
32965,삼성 KODEX TRF3070증권상장지수투자신탁[채권혼합]
32966,삼성 KODEX TRF5050증권상장지수투자신탁[주식혼합-재간접]
32967,삼성 KODEX TRF7030증권상장지수투자신탁[주식혼합-재간접]
32975,미래에셋 TIGER 미국달러단기채권액티브증권상장지수투자신탁(채권-파생형)
33191,키움 KOSEF Fn중소형증권상장지수투자신탁[주식]
33250,한국투자 ACE 200 Total Return증권상장지수투자신탁(주식)
33261,한화 PLUS 미국단기회사채(AAA~A)증권상장지수투자신탁(채권)
33262,한화 PLUS 미국장기우량회사채증권상장지수투자신탁(채권)
33293,NH-Amundi HANARO 200 Total Return증권상장지수투자신탁(주식)
33294,NH-Amundi HANARO MSCI Korea Total Return증권상장지수투자신탁(주식)
33394,한화 PLUS KS로우볼가중Total Return증권상장지수투자신탁(주식)
33395,한화 PLUS KS로우사이즈가중Total Return증권상장지수투자신탁(주식)
